1;Kajko i Kokosz Szkoła latania;Janusz Christa;https://www.bookbook.pl/img/imagecache/89001-90000/170x228_product_media_89001-90000_53496901075KS.jpg;12.47;1,2,0
2;Tytus, Romek i A Tomek Superkolekcja 25 ksiąg przygód;Chmielewski Jerzy;https://www.bookbook.pl/img/imagecache/264001-265000/170x148_product_media_264001-265000_88940002370KS.jpg;69.97;1,2,0
3;Tłumacz rzeczy;Munroe Randall;https://www.bookbook.pl/img/imagecache/220001-221000/170x238_product_media_220001-221000_82227901041KS.jpg;32.67;1,2,0
4;Wiedźmin;Polch Bogusław, Sapkowski Andrzej, Parowski Maciej;https://www.bookbook.pl/img/imagecache/185001-186000/170x224_product_media_185001-186000_75102302370KS.jpg;50.37;1,2,0
5;Ekspedycja - Według Ericha von Dänikena;Bogusław Polch;https://www.bookbook.pl/img/imagecache/153001-154000/170x227_product_media_153001-154000_72276202370KS.jpg;58.07;1,2,0
6;Wojownicy Manga Tom II Tygrysia Gwiazda i Sasza. Ucieczka w las;Erin Hunter;https://www.bookbook.pl/img/imagecache/295001-296000/163x240_product_media_295001-296000_img_760243.jpg;14.77;1,2,0
7;Biblia komiks;Opracowanie zbiorowe;https://www.bookbook.pl/img/imagecache/126001-127000/164x250_product_media_126001-127000_69959801614KS.jpg;58.89;1,2,0
8;Stranger Things Po drugiej stronie;praca zbiorowa;https://www.bookbook.pl/img/imagecache/312001-313000/167x250_product_media_312001-313000_img_785030.jpg;28.57;1,2,0
9;Tytus Romek i Atomek obchodzą 100-lecie odzyskania niepodległości;Henryk Chmielewski;https://www.bookbook.pl/img/imagecache/285001-286000/170x123_product_media_285001-286000_img_742201.jpg;22.57;1,2,0
10;Cztery śledztwa Sherlocka Holmesa Komiks paragrafowy;Opracowanie Zbiorowe;https://www.bookbook.pl/img/imagecache/260001-261000/170x243_product_media_260001-261000_87651901262KS.jpg;19.40;1,2,0
11;Scooby-Doo Mecz obcych;;https://www.bookbook.pl/img/imagecache/194001-195000/170x170_product_media_194001-195000_76855602499KS.jpg;4.37;1,2,0
12;Złodziej Pioruna Pery Jackson i Bogowie Komiks;Rick Riodan;https://www.bookbook.pl/img/imagecache/60001-61000/167x250_product_media_60001-61000_65074202176KS.jpg;21.29;1,2,0
13;Rycerze Komiksy paragrafowe;Opracowanie Zbiorowe;https://www.bookbook.pl/img/imagecache/260001-261000/170x244_product_media_260001-261000_87652001262KS.jpg;19.50;1,2,0
14;Konkwistador Tom1;Jean Dufaux;https://www.bookbook.pl/img/imagecache/162001-163000/170x234_product_media_162001-163000_73945903074KS.jpg;23.20;1,2,0
15;Zew padliny;Samojlik Tomasz, Wajrak Adam;https://www.bookbook.pl/img/imagecache/288001-289000/170x220_product_media_288001-289000_93520702198KS.jpg;26.57;1,2,0
16;Spider-Man Character Encyklopedia;praca zbiorowa;https://www.bookbook.pl/img/imagecache/155001-156000/170x221_product_media_155001-156000_72103002499KS.jpg;55.80;1,2,0
17;Skąd się bierze woda sodowa;Tadeusz Baranowski;https://www.bookbook.pl/img/imagecache/40001-41000/170x235_product_media_40001-41000_59948502894KS.jpg;40.00;1,2,0
18;Scooby-Doo Morski potwór;;https://www.bookbook.pl/img/imagecache/194001-195000/170x170_product_media_194001-195000_76855902499KS.jpg;6.20;1,2,0
19;Łzy boginii Nuwy Komiks paragrafowy;Opracowanie Zbiorowe;https://www.bookbook.pl/img/imagecache/260001-261000/170x243_product_media_260001-261000_87651801262KS.jpg;18.80;1,2,0
